index,mse,fidelity,hamming
87,0.021695179467828674,0.024944925811996366,0.024860980099804975
88,0.008971502135161156,0.011999958707503353,0.06139188562545517
89,0.014068795810050154,0.014971494544903999,0.04311412864336095
90,0.010912147607782148,0.013050422096099364,-0.015511004377431886
91,0.0018926453607913812,0.0021267502394055893,0.006813138375486305
92,0.012547321871326192,0.013611377123077428,0.08176988306028476
93,0.007600847036826831,0.008018786242533157,-0.0216412119835728
94,-0.00018137957304589693,-4.300920700984253e-05,0.005320769084332683
95,0.021880707869759368,0.021339659722871506,0.07094266277939726
96,0.007681900109297299,0.009570967898718051,0.03398058252427183
97,0.00977335419403013,0.0120979940832023,0.05605426233114122
98,-0.0004728155982534352,-0.00039067810791125566,0.02830607689504374
99,0.0113574780491403,0.014547570298955141,0.04225276144676826
